what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1544519040615
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1544519040615
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1544519040616
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1544519040616
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1544519040617
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1544519040618
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1544519040619
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1544519040619
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1544519040619
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1544519040620
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1544519040620
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1544519040621
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1544519040621
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1544519040621
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1544519040621
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1544519040622
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1544519040622
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1544519040623
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1544519040623
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1544519040624
os,sysinfo,,,"linux",1544519040626
arch,sysinfo,,,"x86_64",1544519040626
ws,sysinfo,,,"gtk",1544519040626
locale,sysinfo,,,"en_US",1544519040626
processors,sysinfo,,,"8",1544519040626
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1544519040626
java.runtime.version,sysinfo,,,"1.8.0_191-8u191-b12-0ubuntu0.18.04.1-b12",1544519040626
java.specification.name,sysinfo,,,"Java Platform API Specification",1544519040626
java.specification.vendor,sysinfo,,,"Oracle Corporation",1544519040626
java.specification.version,sysinfo,,,"1.8",1544519040626
java.vendor,sysinfo,,,"Oracle Corporation",1544519040626
java.version,sysinfo,,,"1.8.0_191",1544519040626
java.vm.info,sysinfo,,,"mixed mode",1544519040626
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1544519040626
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1544519040626
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1544519040626
java.vm.specification.version,sysinfo,,,"1.8",1544519040626
java.vm.vendor,sysinfo,,,"Oracle Corporation",1544519040626
java.vm.version,sysinfo,,,"25.191-b12",1544519040626
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519045532
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1544519046775
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519046782
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1544519047082
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519047112
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519047242
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1544519048812
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519049113
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519052600
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1544519056447
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1544519065243
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1544519069256
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1544519069524
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1544519069541
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1544519069609
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1544519069623
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1544519073648
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1544519073679
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1544519073688
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1544519074501
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519117613
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519118548
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519118610
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519126214
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1544519126233
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1544519130608
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519132054
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519139508
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1544519140716
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519141932
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519160253
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1544519162237
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519163501
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519246789
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1544519248078
opened,editor,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.editor",1544519248280
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.editor",1544519248315
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1544519248323
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.editor",1544519270263
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1544519273086
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1544519277443
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1544519277867
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1544519278316
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519278608
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519282023
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1544519282687
no handler,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1544519284429
no handler,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1544519285133
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.editor",1544519285559
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1544519285928
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1544519286281
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1544519286704
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1544519287216
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1544519288413
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519289782
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519289883
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519295838
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519368767
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1544519369420
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1544519369885
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1544519370173
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519370472
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519372474
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1544519379689
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1544519379997
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519380317
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1544519387158
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519387165
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519388702
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519417981
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1544519422333
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1544519425287
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1544519430076
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519430377
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519432422
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1544519432948
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1544519442157
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519443596
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519447013
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1544519447980
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519448828
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519493355
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.editor",1544519493373
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1544519495857
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1544519496870
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1544519497498
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519497806
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519499795
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1544519505984
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1544519514257
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1544519517633
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1544519518403
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1544519518841
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519519150
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519521191
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519530715
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1544519531719
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519531753
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519532076
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519532165
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519539634
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519546602
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1544519559507
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1544519560007
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1544519560888
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519561192
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519563191
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1544519573002
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1544519573951
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1544519574231
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1544519575096
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519575402
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519576191
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1544519586739
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1544519586903
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519587212
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519589256
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519599944
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519634224
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1544519636567
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519636870
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519638907
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1544519640927
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1544519645521
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519656863
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519711134
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1544519731574
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1544519731893
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519732254
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519734370
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519739895
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519742662
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1544519742861
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1544519742921
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1544519742946
started,bundle,org.eclipse.cdt.launch,6.1.0.201102110609,"org.eclipse.cdt.launch",1544519743673
started,bundle,org.eclipse.cdt.debug.gdbjtag.core,7.0.0.201102110609,"org.eclipse.cdt.debug.gdbjtag.core",1544519743674
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201102110609,"org.eclipse.cdt.debug.mi.core",1544519744706
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201102110609,"org.eclipse.cdt.debug.mi.ui",1544519745853
started,bundle,org.eclipse.cdt.dsf,2.1.1.201102110609,"org.eclipse.cdt.dsf",1544519745861
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201102110609,"org.eclipse.cdt.dsf.gdb",1544519745862
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201102110609,"org.eclipse.cdt.dsf.gdb.ui",1544519745862
started,bundle,org.eclipse.cdt.dsf.ui,2.1.2.201102110609,"org.eclipse.cdt.dsf.ui",1544519749550
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1544519749588
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.VariableView",1544519749636
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1544519749663
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.BreakpointView",1544519749817
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.MemoryView",1544519749856
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.RegisterView",1544519749872
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.ModuleView",1544519749886
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1544519749986
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1544519750022
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Resume",1544519750597
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1544519751734
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepInto",1544519753143
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1544519753794
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Resume",1544519755493
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1544519756661
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1544519757237
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1544519757732
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1544519758260
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1544519758709
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1544519764356
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519784229
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519823104
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1544519826452
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1544519835612
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519852669
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519854768
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519855441
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544519996674
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544520060531
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544520074195
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1544520081357
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1544520135305
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Terminate",1544520135329
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1544520137502
